"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"MDG_0000000027","NLIS_313055","PUBLISHED","2009","EMR","OMN","FMLE","8.5","8.50000","","",""
"MDG_0000000027","NLIS_313042","PUBLISHED","2009","EMR","JOR","BTSX","8.3","8.30000","","",""
"MDG_0000000027","NLIS_313042","PUBLISHED","2009","EMR","JOR","MLE","7.9","7.90000","","",""
"MDG_0000000027","NLIS_313168","PUBLISHED","2012","EMR","JOR","FMLE","6.2","6.20000","","",""
"MDG_0000000027","NLIS_313048","PUBLISHED","2007","EMR","KWT","MLE","5.9","5.90000","","",""
"MDG_0000000027","NLIS_313048","PUBLISHED","2007","EMR","KWT","BTSX","5.1","5.10000","","",""
"MDG_0000000027","NLIS_311840","PUBLISHED","1996-1997","EMR","KWT","BTSX","5.0","5.00000","","",""
"MDG_0000000027","NLIS_313048","PUBLISHED","2006","EMR","KWT","MLE","4.3","4.30000","","",""
"MDG_0000000027","NLIS_313144","PUBLISHED","2011","EMR","KWT","BTSX","4.0","4.00000","","",""
"MDG_0000000027","NLIS_313010","PUBLISHED","2001","EMR","KWT","BTSX","4.0","4.00000","","",""
"MDG_0000000027","NLIS_310427","PUBLISHED","1987","AMR","GTM","BTSX","62.1","62.10000","","",""
"MDG_0000000027","NLIS_311672","PUBLISHED","1995","AMR","GTM","MLE","56.8","56.80000","","",""
"MDG_0000000027","NLIS_311672","PUBLISHED","1995","AMR","GTM","FMLE","54.0","54.00000","","",""
"MDG_0000000027","NLIS_312082","PUBLISHED","1998-1999","AMR","GTM","FMLE","51.5","51.50000","","",""
"MDG_0000000027","NLIS_313278","PUBLISHED","2014-2015","AMR","GTM","BTSX","46.5","46.50000","","",""
"MDG_0000000027","NLIS_311614","PUBLISHED","1993-1994","AMR","HND","BTSX","45.7","45.70000","","",""
"MDG_0000000027","NLIS_311917","PUBLISHED","1996","AMR","HND","BTSX","43.3","43.30000","","",""
"MDG_0000000027","NLIS_311917","PUBLISHED","1996","AMR","HND","MLE","42.9","42.90000","","",""
"MDG_0000000027","NLIS_311876","PUBLISHED","1996","AMR","MEX","BTSX","40.1","40.10000","","",""
"MDG_0000000027","NLIS_310363","PUBLISHED","1991-1992","AMR","PER","MLE","39.1","39.10000","","",""
"MDG_0000000027","NLIS_311547","PUBLISHED","1994-1995","AMR","HTI","BTSX","37.2","37.20000","","",""
"MDG_0000000027","NLIS_311547","PUBLISHED","1994-1995","AMR","HTI","FMLE","36.6","36.60000","","",""
"MDG_0000000027","NLIS_311911","PUBLISHED","1998","AMR","BOL","MLE","34.3","34.30000","","",""
"MDG_0000000027","NLIS_312666","PUBLISHED","2003-2004","AMR","BOL","MLE","33.5","33.50000","","",""
"MDG_0000000027","NLIS_311757","PUBLISHED","1996","AMR","PER","MLE","32.9","32.90000","","",""
"MDG_0000000027","NLIS_312666","PUBLISHED","2003-2004","AMR","BOL","BTSX","32.5","32.50000","","",""
"MDG_0000000027","NLIS_312770","PUBLISHED","2005-2006","AMR","HND","MLE","31.5","31.50000","","",""
"MDG_0000000027","NLIS_311429","PUBLISHED","1993","AMR","NIC","MLE","31.4","31.40000","","",""
"MDG_0000000027","NLIS_311918","PUBLISHED","1997-1998","AMR","NIC","BTSX","30.5","30.50000","","",""
"MDG_0000000027","NLIS_311757","PUBLISHED","1996","AMR","PER","FMLE","30.3","30.30000","","",""
"MDG_0000000027","NLIS_311429","PUBLISHED","1993","AMR","NIC","BTSX","29.6","29.60000","","",""
"MDG_0000000027","NLIS_311293","PUBLISHED","1993","AMR","SLV","BTSX","29.5","29.50000","","",""
"MDG_0000000027","NLIS_312770","PUBLISHED","2005-2006","AMR","HND","FMLE","28.3","28.30000","","",""
"MDG_0000000027","NLIS_312433","PUBLISHED","1998","AMR","NIC","BTSX","28.3","28.30000","","",""
"MDG_0000000027","NLIS_311429","PUBLISHED","1993","AMR","NIC","FMLE","27.8","27.80000","","",""
"MDG_0000000027","NLIS_312782","PUBLISHED","2004","AMR","ECU","FMLE","27.3","27.30000","","",""
"MDG_0000000027","NLIS_310229","PUBLISHED","1981","AMR","GUY","BTSX","26.4","26.40000","","",""
"MDG_0000000027","NLIS_312948","PUBLISHED","2008","AMR","BOL","FMLE","26.2","26.20000","","",""
"MDG_0000000027","NLIS_313242","PUBLISHED","2012-2013","AMR","ECU","BTSX","25.2","25.20000","","",""
"MDG_0000000027","NLIS_313191","PUBLISHED","2010","AMR","PER","MLE","25.1","25.10000","","",""
"MDG_0000000027","NLIS_310178","PUBLISHED","1980","AMR","PAN","BTSX","24.3","24.30000","","",""
"MDG_0000000027","NLIS_312516","PUBLISHED","2002-2003","AMR","SLV","FMLE","23.5","23.50000","","",""
"MDG_0000000027","NLIS_313191","PUBLISHED","2010","AMR","PER","BTSX","23.3","23.30000","","",""
"MDG_0000000027","NLIS_312881","PUBLISHED","2006","AMR","BLZ","BTSX","22.2","22.20000","","",""
"MDG_0000000027","NLIS_313163","PUBLISHED","2012","AMR","HTI","BTSX","21.9","21.90000","","",""
"MDG_0000000027","NLIS_310203","PUBLISHED","1989","AMR","COL","BTSX","21.8","21.80000","","",""
"MDG_0000000027","NLIS_310365","PUBLISHED","1991","AMR","DOM","BTSX","21.2","21.20000","","",""
"MDG_0000000027","NLIS_310198","PUBLISHED","1987","AMR","URY","BTSX","21.0","21.00000","","",""
"MDG_0000000027","NLIS_312108","PUBLISHED","1998-1999","AMR","MEX","FMLE","20.3","20.30000","","",""
"MDG_0000000027","NLIS_311854","PUBLISHED","1997","AMR","VEN","BTSX","19.9","19.90000","","",""
"MDG_0000000027","NLIS_311608","PUBLISHED","1995","AMR","COL","BTSX","19.7","19.70000","","",""
"MDG_0000000027","NLIS_313192","PUBLISHED","2011","AMR","PER","BTSX","19.6","19.60000","","",""
"MDG_0000000027","NLIS_310234","PUBLISHED","1989","AMR","BRA","BTSX","19.4","19.40000","","",""
"MDG_0000000027","NLIS_313154","PUBLISHED","2011","AMR","BLZ","BTSX","19.3","19.30000","","",""
"MDG_0000000027","NLIS_313192","PUBLISHED","2011","AMR","PER","FMLE","19.0","19.00000","","",""
"MDG_0000000027","NLIS_313112","PUBLISHED","2008","AMR","PAN","FMLE","18.9","18.90000","","",""
"MDG_0000000027","NLIS_313154","PUBLISHED","2011","AMR","BLZ","MLE","18.6","18.60000","","",""
