"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","GIN","","FMLE","","WQ4","16.4","0.16400","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NAM","","FMLE","","WQ4","2.7","0.02700","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NER","","FMLE","","WQ4","33.4","0.33400","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","","FMLE","","WQ4","22.3","0.22300","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","KEN","","FMLE","","WQ5","42.8","0.42800","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MDG","","FMLE","","WQ5","38.7","0.38700","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","","FMLE","","WQ5","33.2","0.33200","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","UGA","","FMLE","","WQ5","50.9","0.50900","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","BEN","YEARS0-5","FMLE","","","55.1","0.55100","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MDG","YEARS0-5","FMLE","","","32.7","0.32700","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","MWI","YEARS0-5","FMLE","","","9.4","0.09400","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","YEARS0-5","FMLE","","","9.8","0.09800","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","RWA","YEARS0-5","FMLE","","","49.7","0.49700","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","YEARS12+","FMLE","","","73.5","0.73500","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","COD","YEARS12+","FMLE","","","48.8","0.48800","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","MWI","YEARS12+","FMLE","","","36.1","0.36100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","YEARS12+","FMLE","","","6.3","0.06300","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","RWA","YEARS12+","FMLE","","","67.7","0.67700","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","STP","YEARS12+","FMLE","","","63.3","0.63300","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","SEAR","TLS","YEARS12+","FMLE","","","51.1","0.51100","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","BFA","YEARS6-11","FMLE","","","26.4","0.26400","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ETH","YEARS6-11","FMLE","","","3.8","0.03800","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","YEARS6-11","FMLE","","","6.2","0.06200","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AMR","NIC","YEARS6-11","FMLE","","","31.4","0.31400","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","STP","YEARS6-11","FMLE","","","68.5","0.68500","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","SEAR","TLS","YEARS6-11","FMLE","","","54.9","0.54900","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","UGA","YEARS6-11","FMLE","","","45.5","0.45500","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","COD","","FMLE","","","23.0","0.23000","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","KEN","","FMLE","","WQ3","44.0","0.44000","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","TZA","","FMLE","","WQ4","75.0","0.75000","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","AMR","GUY","YEARS0-5","FMLE","","","66.0","0.66000","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","","FMLE","RUR","","15.0","0.15000","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","MWI","","FMLE","","WQ1","13.0","0.13000","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","MWI","","FMLE","","WQ5","43.0","0.43000","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","MWI","YEARS0-5","FMLE","","","39.0","0.39000","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","MWI","","FMLE","","WQ3","53.0","0.53000","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","STP","","FMLE","","WQ4","70.0","0.70000","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","STP","YEARS0-5","FMLE","","","65.0","0.65000","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","UGA","YEARS0-5","FMLE","","","34.0","0.34000","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","NGA","","FMLE","","","6.0","0.06000","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","","FMLE","","WQ1","44.0","0.44000","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MOZ","YEARS12+","FMLE","","","66.0","0.66000","","",""
